VBELN,KUNNR,ERDAT,ERNAM,VDATU,AUART,NETWR,WAERK
800000000012234,1008,2026-10-02,YWRIGHT,2026-05-09,RUSH,72016.41,USD
800000000012235,1005,2026-09-29,JOEWILCOX,2026-06-09,STANDARD,73672.6,USD
800000000012236,1008,2026-09-28,DBERG,2026-07-10,STANDARD,38662.18,USD
800000000012237,1009,2026-07-27,AKING,2026-11-11,STANDARD,93893.27,USD
800000000012238,1009,2026-10-27,SHERRI86,2026-07-02,STANDARD,46052.94,USD
800000000012239,1003,2026-08-17,GIBSONDON,2026-11-24,STANDARD,88568.82,USD
800000000012240,1009,2026-10-11,EMILY35,2026-11-05,STANDARD,72643.16,USD
800000000012241,1004,2026-07-10,WGONZALEZ,2026-05-02,STANDARD,72783.39,USD
800000000012242,1001,2026-05-07,TINA28,2026-08-17,RUSH,13417.85,USD
800000000012243,1004,2026-09-28,JAMESBARNES,2026-06-29,STANDARD,95059.63,USD
800000000012244,1001,2026-06-26,JSMITH,2026-11-23,RUSH,91288.58,USD
800000000012245,1005,2026-09-29,WILLIAM70,2026-11-11,RUSH,2197.16,USD
800000000012246,1006,2026-06-10,JAMES66,2026-05-02,STANDARD,85817.5,USD
800000000012247,1007,2026-09-28,JOHNSONKEVIN,2026-10-27,RUSH,20361.68,USD
800000000012248,1002,2026-05-09,JESSICA27,2026-11-05,STANDARD,16221.27,USD
800000000012249,1006,2026-06-29,HENRYMARISSA,2026-11-24,STANDARD,70478.16,USD
800000000012250,1001,2026-10-02,HAYESBRYAN,2026-05-09,RUSH,8310.43,USD
800000000012251,1004,2026-07-02,BJONES,2026-10-27,RUSH,30665.81,USD
800000000012252,1002,2026-05-24,LYNCHBREANNA,2026-07-02,RUSH,3031.82,USD
800000000012253,1009,2026-05-07,LATOYAADKINS,2026-10-26,STANDARD,67690.91,USD
800000000012254,1005,2026-09-21,CLARKSAMANTH,2026-09-28,STANDARD,90948.84,USD
800000000012255,1009,2026-10-11,QMCCOY,2026-10-14,RUSH,1147.67,USD
800000000012256,1001,2026-10-27,JOHNYU,2026-10-14,RUSH,33157.2,USD
800000000012257,1006,2026-09-28,TWRIGHT,2026-07-02,STANDARD,12517.06,USD
800000000012258,1001,2026-06-27,RGOODMAN,2026-10-11,STANDARD,25953.24,USD
800000000012259,1008,2026-10-02,GARDNERCYNTH,2026-06-26,STANDARD,17007.24,USD
800000000012260,1008,2026-10-21,JEFFERY15,2026-10-14,RUSH,53371.88,USD
800000000012261,1004,2026-10-11,FMILLER,2026-05-08,STANDARD,80496.91,USD
800000000012262,1002,2026-09-29,VINCENTJACKS,2026-10-02,RUSH,72988.1,USD
800000000012263,1003,2026-09-21,PHILLIPCRUZ,2026-06-29,RUSH,85306.48,USD
800000000012264,1006,2026-05-08,FERNANDEZJAS,2026-05-02,STANDARD,57652.42,USD
800000000012265,1008,2026-10-26,HAYNESTHOMAS,2026-07-11,RUSH,13115.09,USD
800000000012266,1001,2026-09-29,PWILLIAMS,2026-05-07,RUSH,73266.24,USD
800000000012267,1007,2026-10-02,ALLISONMACDO,2026-10-14,STANDARD,89.08,USD
800000000012268,1002,2026-09-21,YSTRONG,2026-11-11,STANDARD,96019.54,USD
800000000012269,1001,2026-06-27,CHRISCHERRY,2026-07-02,RUSH,10420.99,USD
800000000012270,1010,2026-10-11,COOPERJOSE,2026-05-09,STANDARD,9597.08,USD
800000000012271,1006,2026-08-17,PHILLIPFRAZI,2026-05-07,RUSH,51588.33,USD
800000000012272,1004,2026-10-11,UGLOVER,2026-11-11,STANDARD,23733.65,USD
800000000012273,1008,2026-09-29,PSMITH,2026-05-02,STANDARD,49838.03,USD
800000000012274,1010,2026-10-31,FMADDOX,2026-07-27,STANDARD,19658.53,USD
800000000012275,1003,2026-05-02,CYNTHIA57,2026-11-23,STANDARD,65987.27,USD
800000000012276,1005,2026-10-14,JENNIFERDAVI,2026-05-07,STANDARD,82634.84,USD
800000000012277,1008,2026-10-31,SMITHTRISTAN,2026-07-11,RUSH,32023.18,USD
800000000012278,1003,2026-06-27,HARRISLISA,2026-10-02,RUSH,19182.39,USD
800000000012279,1005,2026-05-09,LORIROBERTS,2026-07-27,STANDARD,99532.04,USD
800000000012280,1001,2026-11-11,NVARGAS,2026-05-24,RUSH,70690.96,USD
800000000012281,1002,2026-05-08,BENNETTMICHA,2026-10-27,STANDARD,23001.73,USD
800000000012282,1007,2026-10-27,IPOWELL,2026-10-14,RUSH,93231.08,USD
800000000012283,1009,2026-08-17,OWILLIAMS,2026-06-29,STANDARD,23414.76,USD
800000000012284,1004,2026-08-16,ADAM21,2026-10-02,STANDARD,16574.89,USD
800000000012285,1006,2026-09-28,TLONG,2026-05-08,RUSH,31635.02,USD
800000000012286,1006,2026-10-11,MEDINARUSSEL,2026-07-27,RUSH,96430.59,USD
800000000012287,1004,2026-05-02,TTAYLOR,2026-08-16,STANDARD,74350.72,USD
800000000012288,1007,2026-10-27,STEPHANIE14,2026-08-17,RUSH,78864.23,USD
800000000012289,1002,2026-06-26,FRANCISCO90,2026-11-05,RUSH,85353.35,USD
800000000012290,1008,2026-05-09,CFISHER,2026-11-24,STANDARD,43316.11,USD
800000000012291,1001,2026-11-24,BENDERTYLER,2026-11-11,STANDARD,53039.57,USD
800000000012292,1001,2026-10-02,ARNOLDDIANA,2026-09-28,STANDARD,56729.07,USD
800000000012293,1003,2026-05-08,SMITHANNE,2026-10-14,RUSH,38140.24,USD
800000000012294,1008,2026-10-31,DEBORAH30,2026-05-02,RUSH,95919.25,USD
800000000012295,1002,2026-10-11,JESSICAPATTO,2026-05-02,STANDARD,4781.14,USD
800000000012296,1001,2026-10-31,FRANK76,2026-08-17,STANDARD,78080.14,USD
800000000012297,1010,2026-10-21,CHARLESJENKI,2026-10-21,STANDARD,16936.49,USD
800000000012298,1009,2026-05-24,LAURIEHUGHES,2026-06-29,RUSH,18982.15,USD
800000000012299,1005,2026-05-08,ZBROWN,2026-11-23,RUSH,48090.98,USD
800000000012300,1010,2026-10-21,SHERRICOLON,2026-09-29,RUSH,91069.75,USD
800000000012301,1003,2026-10-02,TSCHWARTZ,2026-10-27,STANDARD,15842.29,USD
800000000012302,1002,2026-10-27,RIVERASTEVEN,2026-06-09,STANDARD,9748.93,USD
800000000012303,1002,2026-06-29,WWHITE,2026-06-27,RUSH,72111.2,USD
800000000012304,1006,2026-09-21,RJOHNSON,2026-07-11,STANDARD,39482.85,USD
800000000012305,1003,2026-05-02,MELISSADAVID,2026-05-09,STANDARD,74218.18,USD
800000000012306,1007,2026-10-11,MAYSCHERYL,2026-06-29,STANDARD,96971.87,USD
800000000012307,1003,2026-06-29,OLIVIAJENKIN,2026-10-27,STANDARD,47913.09,USD
800000000012308,1001,2026-06-26,TANDERSON,2026-08-17,STANDARD,73433.89,USD
800000000012309,1010,2026-07-10,BRIANNAJUARE,2026-10-21,STANDARD,73711.82,USD
800000000012310,1002,2026-10-02,NIXONBENJAMI,2026-11-05,RUSH,78522.07,USD
800000000012311,1001,2026-10-14,SCOTTTRACEY,2026-05-08,RUSH,65278.44,USD
800000000012312,1003,2026-07-10,STACYPHILLIP,2026-11-23,STANDARD,46727.31,USD
800000000012313,1001,2026-11-11,BROBINSON,2026-11-11,STANDARD,62729.3,USD
800000000012314,1001,2026-06-29,DONALDROSALE,2026-11-11,RUSH,88394.08,USD
800000000012315,1008,2026-10-21,HARRYMEDINA,2026-10-27,STANDARD,33488.74,USD
800000000012316,1006,2026-05-24,GREGORYGALLE,2026-10-26,STANDARD,90942.74,USD
800000000012317,1005,2026-07-10,BERRYKERRY,2026-06-26,RUSH,92971.78,USD
800000000012318,1005,2026-05-07,LSULLIVAN,2026-09-28,RUSH,50727.13,USD
800000000012319,1003,2026-09-28,SCHMIDTTERRI,2026-07-10,STANDARD,52025.08,USD
800000000012320,1004,2026-05-09,WCHAPMAN,2026-10-02,RUSH,45502.14,USD
800000000012321,1003,2026-11-05,JOSETERRELL,2026-10-27,STANDARD,49736.7,USD
800000000012322,1008,2026-10-31,AUSTINYOUNG,2026-10-11,RUSH,28155.01,USD
800000000012323,1002,2026-09-21,TURNERJAMES,2026-06-26,STANDARD,11857.76,USD
800000000012324,1006,2026-06-27,JIMMY02,2026-08-16,STANDARD,45490.88,USD
800000000012325,1009,2026-09-21,ASHLEY91,2026-07-11,STANDARD,38876.88,USD
800000000012326,1006,2026-11-11,GMONTES,2026-11-11,STANDARD,36735.61,USD
800000000012327,1004,2026-11-23,JORDAN17,2026-10-11,RUSH,89712.28,USD
800000000012328,1002,2026-06-26,ANNSWEENEY,2026-06-10,STANDARD,96230.64,USD
800000000012329,1007,2026-06-27,ASCOTT,2026-06-10,RUSH,17806.86,USD
800000000012330,1008,2026-11-11,TARAGORDON,2026-06-29,STANDARD,82201.62,USD
800000000012331,1007,2026-10-26,RSLOAN,2026-08-17,RUSH,97222.93,USD
800000000012332,1004,2026-06-09,BARBERWILLIA,2026-10-27,STANDARD,78190.89,USD
800000000012333,1010,2026-10-02,CWILLIAMS,2026-05-08,RUSH,9996.44,USD
800000000012334,1003,2026-05-24,YJOHNSON,2026-05-07,STANDARD,6495.91,USD
800000000012335,1004,2026-09-29,RAMOSSHARON,2026-07-27,STANDARD,29840.91,USD
800000000012336,1010,2026-07-11,FOXPHILIP,2026-09-21,RUSH,54883.58,USD
800000000012337,1002,2026-06-09,ITRUJILLO,2026-07-02,RUSH,6935.22,USD
800000000012338,1007,2026-06-09,EMILYHENDRIC,2026-09-28,STANDARD,30458.06,USD
800000000012339,1006,2026-05-24,ROBERTWASHIN,2026-08-17,RUSH,24170.15,USD
800000000012340,1005,2026-06-29,THOMASMCGEE,2026-10-26,STANDARD,96130.92,USD
800000000012341,1005,2026-05-09,MICHAEL54,2026-09-21,RUSH,49690.19,USD
800000000012342,1005,2026-05-02,JROSE,2026-07-02,RUSH,84323.34,USD
800000000012343,1010,2026-11-24,THERESANELSO,2026-06-27,RUSH,79950.04,USD
800000000012344,1002,2026-05-24,PAULACARTER,2026-10-14,STANDARD,83276.37,USD
800000000012345,1009,2026-05-07,STUARTNICOLE,2026-08-16,RUSH,46313.23,USD
800000000012346,1006,2026-06-09,CASEY79,2026-06-29,RUSH,34959.5,USD
800000000012347,1010,2026-09-29,KBAUTISTA,2026-07-11,STANDARD,38193.77,USD
800000000012348,1007,2026-10-31,MITCHELLKRIS,2026-10-21,STANDARD,98991.12,USD
800000000012349,1006,2026-06-27,RMURPHY,2026-07-10,STANDARD,37048.51,USD
800000000012350,1004,2026-06-09,QMOORE,2026-11-23,STANDARD,83204.86,USD
800000000012351,1007,2026-06-09,KARENWOOD,2026-10-21,STANDARD,57801.9,USD
800000000012352,1003,2026-07-02,WNICHOLS,2026-11-05,STANDARD,97861.24,USD
800000000012353,1001,2026-06-26,WILLIAM52,2026-10-31,STANDARD,62447.79,USD
800000000012354,1002,2026-07-27,SHANNON43,2026-07-11,RUSH,31549.08,USD
800000000012355,1004,2026-05-07,BROWNALEXIS,2026-10-27,STANDARD,57054.55,USD
800000000012356,1001,2026-09-29,MARKHARDY,2026-10-31,STANDARD,25319.01,USD
800000000012357,1006,2026-10-21,GINA25,2026-09-28,RUSH,83002.08,USD
800000000012358,1006,2026-10-11,CAROLINE65,2026-11-24,STANDARD,9133.98,USD
800000000012359,1003,2026-10-02,DEBORAH35,2026-10-27,RUSH,38330.01,USD
800000000012360,1003,2026-10-21,ANDREA18,2026-10-21,STANDARD,82141.7,USD
800000000012361,1006,2026-07-11,ANDERSONKATH,2026-06-29,RUSH,45697.85,USD
800000000012362,1001,2026-08-16,BOWERSMICHAE,2026-10-21,RUSH,91062.56,USD
800000000012363,1007,2026-09-21,MARSHADRIAN,2026-11-11,STANDARD,48674.12,USD
800000000012364,1004,2026-05-24,LHARRIS,2026-05-02,STANDARD,75988.65,USD
800000000012365,1001,2026-05-24,PRIVERA,2026-07-02,STANDARD,20611.75,USD
800000000012366,1007,2026-09-29,VANCECHRISTO,2026-10-27,RUSH,71554.59,USD
800000000012367,1002,2026-06-27,WEBERCAROLIN,2026-08-17,RUSH,84012.04,USD
800000000012368,1010,2026-08-17,XSANCHEZ,2026-05-09,RUSH,72026.68,USD
800000000012369,1003,2026-05-08,ASHLEYHALL,2026-07-11,STANDARD,18218.34,USD
800000000012370,1010,2026-10-27,ALICIA51,2026-09-29,STANDARD,41059.57,USD
800000000012371,1008,2026-06-10,SMITHKATHRYN,2026-09-28,STANDARD,99170.26,USD
800000000012372,1003,2026-10-31,KAYLA96,2026-11-23,STANDARD,62933.78,USD
800000000012373,1004,2026-09-21,KATHERINEPAT,2026-07-11,STANDARD,91350.59,USD
800000000012374,1006,2026-10-14,DONNA41,2026-06-10,RUSH,57247.74,USD
800000000012375,1006,2026-08-16,HEVANS,2026-10-14,STANDARD,54519.82,USD
800000000012376,1004,2026-05-09,MCBRIDEDIANA,2026-05-08,RUSH,67197.64,USD
800000000012377,1008,2026-10-31,JAMES55,2026-06-27,STANDARD,80022.25,USD
800000000012378,1010,2026-06-09,MORRISONJAMI,2026-07-02,STANDARD,56563.96,USD
800000000012379,1001,2026-10-11,PCOOPER,2026-08-17,RUSH,90196.68,USD
800000000012380,1008,2026-05-09,FARLEYCINDY,2026-07-02,STANDARD,95669.74,USD
800000000012381,1008,2026-07-11,JENNIFERGONZ,2026-05-24,STANDARD,31616.88,USD
800000000012382,1008,2026-11-23,PATRICIAMCGU,2026-05-24,STANDARD,81996.69,USD
800000000012383,1007,2026-10-21,LOPEZJOHN,2026-08-17,RUSH,31000.29,USD
800000000012384,1002,2026-08-17,ARMSTRONGHEN,2026-06-26,RUSH,51458.99,USD
800000000012385,1009,2026-08-16,JOSEPH79,2026-06-27,STANDARD,91563.16,USD
800000000012386,1009,2026-07-27,JGONZALES,2026-11-23,STANDARD,81362.79,USD
800000000012387,1002,2026-11-23,BRENDA80,2026-11-23,STANDARD,21741.02,USD
800000000012388,1003,2026-10-21,GONZALESJERR,2026-05-09,RUSH,50277.4,USD
800000000012389,1009,2026-10-31,SCOTTADAM,2026-06-29,STANDARD,74699.82,USD
800000000012390,1002,2026-05-24,ZCOLLINS,2026-05-24,STANDARD,57734.57,USD
800000000012391,1009,2026-06-09,MAXWELLMATTH,2026-11-05,RUSH,9941.55,USD
800000000012392,1007,2026-10-14,AMORAN,2026-05-08,RUSH,76987.58,USD
800000000012393,1010,2026-07-27,LOBRIEN,2026-07-02,STANDARD,50125.75,USD
800000000012394,1009,2026-08-16,MARY01,2026-05-24,RUSH,18358.21,USD
800000000012395,1005,2026-10-31,WHORN,2026-05-07,STANDARD,33025.98,USD
800000000012396,1008,2026-10-31,SHERRY58,2026-08-17,RUSH,99283.0,USD
800000000012397,1010,2026-11-24,HAYDEN63,2026-07-02,STANDARD,3962.02,USD
800000000012398,1004,2026-10-21,PENACHARLENE,2026-06-09,RUSH,3026.43,USD
800000000012399,1003,2026-06-10,BRYANDEREK,2026-07-02,RUSH,17746.75,USD
800000000012400,1005,2026-10-26,ANDERSONLAUR,2026-10-02,STANDARD,24746.23,USD
800000000012401,1003,2026-05-24,SANDOVALANNA,2026-07-02,STANDARD,42408.94,USD
800000000012402,1009,2026-10-02,STEPHANIE88,2026-10-02,STANDARD,96102.95,USD
800000000012403,1001,2026-07-27,AMYLAM,2026-06-29,STANDARD,28957.78,USD
800000000012404,1010,2026-08-16,ALLISON23,2026-11-11,STANDARD,45892.47,USD
800000000012405,1008,2026-07-02,MICHAEL04,2026-06-29,STANDARD,85734.16,USD
800000000012406,1005,2026-06-09,BRANDONOLSON,2026-11-05,RUSH,70463.84,USD
800000000012407,1006,2026-09-21,RONALDTRAN,2026-07-11,STANDARD,87030.53,USD
800000000012408,1010,2026-11-24,PORTERNATASH,2026-05-08,STANDARD,59083.27,USD
800000000012409,1008,2026-05-09,LORICAREY,2026-06-09,STANDARD,98441.01,USD
800000000012410,1010,2026-07-27,LUISBROOKS,2026-10-14,STANDARD,77280.67,USD
800000000012411,1004,2026-11-23,VBAKER,2026-10-26,STANDARD,58670.14,USD
800000000012412,1002,2026-08-16,SCHMIDTREBEC,2026-07-10,RUSH,83177.16,USD
800000000012413,1004,2026-11-24,OHENRY,2026-10-27,STANDARD,15133.5,USD
800000000012414,1007,2026-11-05,MONTGOMERYLA,2026-05-09,STANDARD,1154.72,USD
800000000012415,1002,2026-11-05,MEYERLORI,2026-07-27,RUSH,40539.2,USD
800000000012416,1007,2026-09-29,TIFFANY06,2026-11-24,RUSH,19203.38,USD
800000000012417,1006,2026-06-10,HOOVERLUKE,2026-05-07,STANDARD,76369.99,USD
800000000012418,1009,2026-05-24,EMILY85,2026-05-02,RUSH,11393.31,USD
800000000012419,1008,2026-10-26,NANCYHUGHES,2026-11-24,STANDARD,87700.49,USD
800000000012420,1009,2026-10-21,MARSHALLLANC,2026-08-16,RUSH,35972.94,USD
800000000012421,1006,2026-06-29,JOSEPH51,2026-11-05,STANDARD,85549.82,USD
800000000012422,1008,2026-10-31,BECKLISA,2026-06-09,RUSH,12670.35,USD
800000000012423,1003,2026-06-29,CRUZWILLIAM,2026-06-26,STANDARD,23317.8,USD
800000000012424,1009,2026-09-28,JLEACH,2026-05-02,RUSH,86442.15,USD
800000000012425,1008,2026-09-29,WMOLINA,2026-11-05,RUSH,47287.01,USD
800000000012426,1002,2026-11-11,GARCIASANDRA,2026-09-21,STANDARD,79792.0,USD
800000000012427,1007,2026-06-10,HGAINES,2026-11-23,STANDARD,76273.4,USD
800000000012428,1008,2026-07-11,LOPEZSCOTT,2026-08-17,RUSH,91277.12,USD
800000000012429,1004,2026-05-24,AVEGA,2026-07-27,STANDARD,9107.39,USD
800000000012430,1003,2026-05-09,DONNASMITH,2026-10-26,STANDARD,30618.11,USD
800000000012431,1004,2026-05-08,GOODMANJONAT,2026-06-26,RUSH,27137.25,USD
800000000012432,1008,2026-05-02,TURNERSTEVEN,2026-09-21,STANDARD,26738.22,USD
800000000012433,1003,2026-05-08,JUANADAMS,2026-05-09,RUSH,13779.38,USD
800000000012434,1003,2026-10-21,QWHITE,2026-06-29,STANDARD,18823.53,USD
800000000012435,1005,2026-10-02,MCCORMICKSTE,2026-11-05,STANDARD,11701.28,USD
800000000012436,1005,2026-06-10,MONICA53,2026-08-16,STANDARD,20419.76,USD
800000000012437,1009,2026-10-02,VERONICA80,2026-10-31,STANDARD,17999.84,USD
800000000012438,1005,2026-06-26,WWARD,2026-07-10,STANDARD,46416.07,USD
800000000012439,1010,2026-10-14,FDAVIS,2026-07-27,STANDARD,65591.84,USD
800000000012440,1010,2026-11-05,DCHANDLER,2026-11-23,STANDARD,89543.91,USD
800000000012441,1010,2026-10-31,KEITHTHOMAS,2026-08-16,RUSH,66042.7,USD
800000000012442,1007,2026-10-11,JEFFERSONEDW,2026-07-27,RUSH,45170.11,USD
800000000012443,1004,2026-10-31,PIERCEJASMIN,2026-11-05,STANDARD,42388.8,USD
800000000012444,1004,2026-10-14,DAVID12,2026-08-16,STANDARD,43635.95,USD
800000000012445,1008,2026-09-21,MIAMCCARTHY,2026-05-07,RUSH,9342.37,USD
800000000012446,1003,2026-05-02,VJONES,2026-07-11,STANDARD,77217.94,USD
800000000012447,1008,2026-05-07,CHERYL78,2026-11-23,RUSH,14498.95,USD
800000000012448,1006,2026-06-26,WTHOMAS,2026-05-09,RUSH,476.89,USD
800000000012449,1004,2026-11-24,KATHRYNLOPEZ,2026-05-08,STANDARD,9763.46,USD
800000000012450,1007,2026-07-11,CHRISTOPHERC,2026-08-16,RUSH,86308.99,USD
800000000012451,1001,2026-07-02,AMANDA28,2026-06-09,RUSH,34490.32,USD
800000000012452,1010,2026-06-26,JASON64,2026-05-02,RUSH,94063.41,USD
800000000012453,1001,2026-05-02,ADAMSLAURA,2026-11-05,STANDARD,24834.61,USD
800000000012454,1009,2026-05-08,FSCOTT,2026-07-27,STANDARD,387.74,USD
800000000012455,1005,2026-11-23,JOYADAMS,2026-05-02,STANDARD,92167.38,USD
800000000012456,1005,2026-10-26,BELLJAMES,2026-11-11,STANDARD,9408.75,USD
800000000012457,1009,2026-08-17,STEPHANIE19,2026-09-28,STANDARD,58951.82,USD
800000000012458,1009,2026-06-26,ERIC80,2026-07-10,RUSH,78695.08,USD
800000000012459,1006,2026-10-31,UOCONNOR,2026-06-10,RUSH,20859.08,USD
800000000012460,1008,2026-07-02,YCLARK,2026-11-11,STANDARD,24163.24,USD
800000000012461,1009,2026-11-23,KGRIFFIN,2026-10-11,STANDARD,2279.05,USD
800000000012462,1010,2026-10-26,KRISTINA05,2026-06-29,STANDARD,26169.48,USD
800000000012463,1004,2026-06-29,JOHNSONADAM,2026-07-27,STANDARD,26732.54,USD
800000000012464,1007,2026-10-14,ELIZABETHREE,2026-09-28,STANDARD,26118.09,USD
800000000012465,1004,2026-11-05,DAWSONJANET,2026-07-27,STANDARD,90074.34,USD
800000000012466,1003,2026-10-02,JFERGUSON,2026-07-11,STANDARD,46118.99,USD
800000000012467,1007,2026-05-07,NORTONDYLAN,2026-08-17,RUSH,33279.96,USD
800000000012468,1001,2026-06-09,ERICDEAN,2026-06-09,RUSH,61061.82,USD
800000000012469,1001,2026-09-29,GSHEA,2026-07-02,STANDARD,51335.55,USD
800000000012470,1005,2026-09-28,CHARLESAGUIR,2026-05-08,RUSH,8546.9,USD
800000000012471,1004,2026-10-02,HAYESVANESSA,2026-06-10,RUSH,66013.41,USD
800000000012472,1010,2026-11-05,SIMONGARY,2026-06-10,STANDARD,94034.13,USD
800000000012473,1004,2026-11-23,WHITENATHAN,2026-09-28,STANDARD,12892.44,USD
800000000012474,1010,2026-07-27,JACOBBAKER,2026-09-29,RUSH,725.05,USD
800000000012475,1003,2026-05-09,TONIBARTON,2026-09-21,STANDARD,5906.12,USD
800000000012476,1004,2026-11-11,PAULA32,2026-07-27,RUSH,30846.28,USD
800000000012477,1001,2026-10-31,SILVATYLER,2026-06-26,RUSH,35157.04,USD
800000000012478,1002,2026-10-14,XWALKER,2026-05-08,RUSH,70757.48,USD
800000000012479,1003,2026-10-11,ATUCKER,2026-08-17,STANDARD,25223.28,USD
800000000012480,1006,2026-07-11,KATRINAMATA,2026-10-27,RUSH,83972.71,USD
800000000012481,1004,2026-07-11,CLINEEMILY,2026-11-23,RUSH,3008.42,USD
800000000012482,1006,2026-10-27,MARIABELL,2026-08-17,RUSH,38748.73,USD
800000000012483,1002,2026-06-26,SARAMORALES,2026-11-23,RUSH,81594.63,USD
800000000012484,1007,2026-05-09,HEIDI57,2026-05-02,RUSH,86823.84,USD
800000000012485,1004,2026-10-27,GALLEGOSMITC,2026-07-02,STANDARD,19558.85,USD
800000000012486,1006,2026-05-02,QBLANKENSHIP,2026-05-07,RUSH,98928.16,USD
800000000012487,1004,2026-07-11,URICHARDSON,2026-07-11,RUSH,4662.6,USD
800000000012488,1009,2026-07-27,LAURIEHAYES,2026-07-27,STANDARD,22816.5,USD
800000000012489,1001,2026-06-10,CJORDAN,2026-11-23,RUSH,81231.54,USD
800000000012490,1010,2026-11-24,GEORGEKLEIN,2026-05-08,STANDARD,15128.61,USD
800000000012491,1003,2026-05-07,REBECCA97,2026-09-29,STANDARD,11910.85,USD
800000000012492,1004,2026-08-16,IBOYLE,2026-08-16,RUSH,80867.35,USD
800000000012493,1003,2026-11-24,LARSONBROOKE,2026-05-08,STANDARD,2048.31,USD
800000000012494,1005,2026-06-10,HERNANDEZAAR,2026-07-10,STANDARD,37313.4,USD
800000000012495,1005,2026-06-27,DORSEYJUAN,2026-09-21,STANDARD,21254.91,USD
800000000012496,1008,2026-07-10,MELANIESULLI,2026-08-17,RUSH,89747.28,USD
800000000012497,1004,2026-07-27,BREYNOLDS,2026-10-21,STANDARD,2862.03,USD
800000000012498,1006,2026-05-07,YPOLLARD,2026-10-14,RUSH,37943.3,USD
800000000012499,1009,2026-06-09,ERICA53,2026-06-09,RUSH,82226.97,USD
800000000012500,1003,2026-07-27,EDGARJOHNSON,2026-07-11,RUSH,26743.99,USD
800000000012501,1008,2026-10-21,ELIZABETHAND,2026-05-09,STANDARD,91558.86,USD
800000000012502,1007,2026-08-16,JAMES39,2026-05-07,STANDARD,79407.89,USD
800000000012503,1007,2026-08-16,BRYANTALAN,2026-05-09,STANDARD,84758.79,USD
800000000012504,1009,2026-06-27,OCHANDLER,2026-10-11,RUSH,19127.49,USD
800000000012505,1009,2026-05-08,HEATHER08,2026-06-26,RUSH,40184.49,USD
800000000012506,1005,2026-10-21,STEPHENGARDN,2026-10-31,RUSH,37281.0,USD
800000000012507,1001,2026-06-29,CSMITH,2026-07-02,RUSH,55213.02,USD
800000000012508,1005,2026-09-28,DEAN72,2026-07-11,RUSH,67975.2,USD
800000000012509,1003,2026-08-17,YLYNCH,2026-09-28,STANDARD,93742.3,USD
800000000012510,1003,2026-09-21,ROY50,2026-08-17,RUSH,2638.03,USD
800000000012511,1006,2026-07-10,ALLEN77,2026-10-27,STANDARD,29498.25,USD
800000000012512,1009,2026-06-10,ZGOMEZ,2026-09-21,RUSH,713.04,USD
800000000012513,1008,2026-06-10,GARRISONNATA,2026-05-09,RUSH,5062.34,USD
800000000012514,1005,2026-05-24,ZKERR,2026-06-09,STANDARD,86622.92,USD
800000000012515,1006,2026-06-10,SCHRISTENSEN,2026-11-24,STANDARD,1132.47,USD
800000000012516,1009,2026-11-24,DAVID59,2026-09-29,RUSH,83074.93,USD
800000000012517,1007,2026-10-27,QMCDANIEL,2026-07-02,RUSH,14698.01,USD
800000000012518,1006,2026-07-27,PETERBAXTER,2026-09-29,RUSH,68029.01,USD
800000000012519,1008,2026-10-11,GARRETTMEJIA,2026-10-26,RUSH,16225.22,USD
800000000012520,1007,2026-10-27,UBIRD,2026-08-17,STANDARD,87331.29,USD
800000000012521,1009,2026-07-11,LEROY42,2026-05-24,RUSH,81284.84,USD
800000000012522,1001,2026-05-07,XBARR,2026-08-16,RUSH,89613.71,USD
800000000012523,1008,2026-06-26,BWRIGHT,2026-10-31,STANDARD,108.43,USD
800000000012524,1010,2026-10-02,MISTYFOWLER,2026-06-27,RUSH,65164.38,USD
800000000012525,1005,2026-10-31,BYRDDIANE,2026-07-11,STANDARD,83807.8,USD
800000000012526,1007,2026-06-09,BENTONJENNIF,2026-05-09,RUSH,84796.92,USD
800000000012527,1009,2026-08-16,RALLEN,2026-11-05,RUSH,90877.19,USD
800000000012528,1002,2026-11-05,SHARON55,2026-11-24,STANDARD,32811.53,USD
800000000012529,1008,2026-07-27,MARYVASQUEZ,2026-07-10,RUSH,41609.01,USD
800000000012530,1004,2026-10-14,KSANTOS,2026-08-16,STANDARD,51209.25,USD
800000000012531,1007,2026-11-23,CHADJONES,2026-07-02,RUSH,79489.8,USD
800000000012532,1004,2026-11-11,WHITEJENNA,2026-09-21,RUSH,36353.71,USD
800000000012533,1005,2026-11-11,MICHELLEMORR,2026-10-26,STANDARD,26181.74,USD
800000000012534,1009,2026-11-05,ANDREFIELDS,2026-06-26,STANDARD,33332.13,USD
800000000012535,1008,2026-11-05,ROBERT99,2026-09-21,STANDARD,77203.91,USD
800000000012536,1004,2026-10-31,WBAUTISTA,2026-11-23,RUSH,96297.01,USD
800000000012537,1004,2026-10-27,WELLIOTT,2026-10-27,STANDARD,29391.53,USD
800000000012538,1005,2026-10-11,THOMASASHLEY,2026-11-24,RUSH,49907.29,USD
800000000012539,1008,2026-10-26,JROBERTS,2026-05-09,RUSH,13487.91,USD
800000000012540,1007,2026-10-11,DAWSONDEBRA,2026-10-14,STANDARD,39982.72,USD
800000000012541,1010,2026-11-23,GEORGECASTRO,2026-05-24,STANDARD,89632.93,USD
800000000012542,1005,2026-10-31,MICHAELANDER,2026-10-21,RUSH,76513.11,USD
